model,state,checkpoint,epoch,update,full_state,metric,panel,value,unit,direction,denominator,measurement_status,source_artifact_path,source_artifact_sha256,source_artifact_bytes,m0_value,m0_denominator,delta_from_m0,relative_delta_pct,comparison_status
olmo,olmo/epoch-001,epoch-001,1,7,False,turkish_byte_ppl,turkish_cross_domain,3.197669387562267,PPL,lower,9653767,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-001/turkish_perplexity/raw/trwiki_cross_domain/summary.json,858327e68ec2a11356825bdb2355f3fd32a86020d514077d6c98c2531e2916e2,938,3.1332981738003447,9653767,0.06437121376192234,2.054423492158334,direct_same_metric_and_denominator
olmo,olmo/epoch-001,epoch-001,1,7,False,generation_top1_accuracy,generation,1.0,fraction,higher,30,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-001/generation_integrity/raw/20260823T130130Z_m1_olmo_epoch-001_generation/summary_metrics.json,4b8b0bffdda0faf56cb40d13da919ab4f8c48fe9c431ab801f5a38717350ec62,1068,1.0,30,0.0,0.0,direct_same_metric_and_denominator
olmo,olmo/epoch-001,epoch-001,1,7,False,generation_empty_or_near_empty,generation,0,count,lower,30,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-001/generation_integrity/raw/20260823T130130Z_m1_olmo_epoch-001_generation/summary_metrics.json,4b8b0bffdda0faf56cb40d13da919ab4f8c48fe9c431ab801f5a38717350ec62,1068,1,30,-1,-100.0,direct_same_metric_and_denominator
olmo,olmo/epoch-001,epoch-001,1,7,False,generation_distinct_2,generation,0.6481481481481481,fraction,higher,30,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-001/generation_integrity/raw/20260823T130130Z_m1_olmo_epoch-001_generation/summary_metrics.json,4b8b0bffdda0faf56cb40d13da919ab4f8c48fe9c431ab801f5a38717350ec62,1068,0.5930820105820105,30,0.05506613756613765,9.284742511764852,direct_same_metric_and_denominator
olmo,olmo/epoch-001,epoch-001,1,7,False,generation_repeated_3gram,generation,0.45107526881720433,fraction,lower,30,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-001/generation_integrity/raw/20260823T130130Z_m1_olmo_epoch-001_generation/summary_metrics.json,4b8b0bffdda0faf56cb40d13da919ab4f8c48fe9c431ab801f5a38717350ec62,1068,0.49161841742486906,30,-0.040543148607664725,-8.246873422690818,direct_same_metric_and_denominator
olmo,olmo/epoch-001,epoch-001,1,7,False,generation_repeated_4gram,generation,0.4,fraction,lower,30,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-001/generation_integrity/raw/20260823T130130Z_m1_olmo_epoch-001_generation/summary_metrics.json,4b8b0bffdda0faf56cb40d13da919ab4f8c48fe9c431ab801f5a38717350ec62,1068,,,,,no_m0_reference
olmo,olmo/epoch-001,epoch-001,1,7,False,generation_ppl,generation,18.134868769538663,PPL,lower,291485,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-001/generation_integrity/raw/20260823T130130Z_m1_olmo_epoch-001_generation/summary_metrics.json,4b8b0bffdda0faf56cb40d13da919ab4f8c48fe9c431ab801f5a38717350ec62,1068,16.80073153464442,291485,1.3341372348942429,7.9409472863913555,direct_same_metric_and_denominator
olmo,olmo/epoch-002,epoch-002,2,14,False,wikitext_bpb,wikitext,0.6734180408443233,bits/byte,lower,62,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-002/harness/raw/__vol__tmp2__yesildau__m1_matched_three_model_retry_v1__training__olmo__20260822T155242Z_m1_matched_epoch_dense_olmo_seed42_30cd6396__epoch_snapshots__epoch-002/results_2026-08-23T13-48-53.695614.json,a3eacd0113fbf2bdd01ab6a4031c4f79f73e02ad36a9c924ca2659a1b593fd9c,12381,0.6597443057015225,62,0.013673735142800791,2.072581002159794,direct_same_metric_and_denominator
olmo,olmo/epoch-002,epoch-002,2,14,False,wikitext_word_ppl,wikitext,12.134726883076578,PPL,lower,62,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-002/harness/raw/__vol__tmp2__yesildau__m1_matched_three_model_retry_v1__training__olmo__20260822T155242Z_m1_matched_epoch_dense_olmo_seed42_30cd6396__epoch_snapshots__epoch-002/results_2026-08-23T13-48-53.695614.json,a3eacd0113fbf2bdd01ab6a4031c4f79f73e02ad36a9c924ca2659a1b593fd9c,12381,11.535032064152116,62,0.599694818924462,5.1989003202527515,direct_same_metric_and_denominator
olmo,olmo/epoch-002,epoch-002,2,14,False,wikitext_byte_ppl,wikitext,1.5948470151169196,PPL,lower,62,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-002/harness/raw/__vol__tmp2__yesildau__m1_matched_three_model_retry_v1__training__olmo__20260822T155242Z_m1_matched_epoch_dense_olmo_seed42_30cd6396__epoch_snapshots__epoch-002/results_2026-08-23T13-48-53.695614.json,a3eacd0113fbf2bdd01ab6a4031c4f79f73e02ad36a9c924ca2659a1b593fd9c,12381,1.5798026045225246,62,0.015044410594394986,0.9522968598309134,direct_same_metric_and_denominator
olmo,olmo/epoch-002,epoch-002,2,14,False,exact_prefix_top1_accuracy,exact_prefix,0.114,fraction,higher,500,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-002/exact_prefix/raw/20260823T121601Z_508d7139/summary_metrics.json,1c2758a7096050e6aad8a097ed4d44acc06dab3cf80f3a112f18e00a38c2f040,1761,0.022,500,0.092,418.1818181818182,direct_same_metric_and_denominator
olmo,olmo/epoch-002,epoch-002,2,14,False,exact_prefix_top5_accuracy,exact_prefix,0.268,fraction,higher,500,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-002/exact_prefix/raw/20260823T121601Z_508d7139/summary_metrics.json,1c2758a7096050e6aad8a097ed4d44acc06dab3cf80f3a112f18e00a38c2f040,1761,,,,,no_m0_reference
olmo,olmo/epoch-002,epoch-002,2,14,False,exact_prefix_mrr,exact_prefix,0.20864768395198685,fraction,higher,500,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-002/exact_prefix/raw/20260823T121601Z_508d7139/summary_metrics.json,1c2758a7096050e6aad8a097ed4d44acc06dab3cf80f3a112f18e00a38c2f040,1761,,,,,no_m0_reference
olmo,olmo/epoch-002,epoch-002,2,14,False,exact_prefix_mean_rank,exact_prefix,22.828,rank,lower,500,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-002/exact_prefix/raw/20260823T121601Z_508d7139/summary_metrics.json,1c2758a7096050e6aad8a097ed4d44acc06dab3cf80f3a112f18e00a38c2f040,1761,,,,,no_m0_reference
olmo,olmo/epoch-002,epoch-002,2,14,False,exact_prefix_mean_score_margin,exact_prefix,-1.5416004286805094,logprob,higher,500,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-002/exact_prefix/raw/20260823T121601Z_508d7139/summary_metrics.json,1c2758a7096050e6aad8a097ed4d44acc06dab3cf80f3a112f18e00a38c2f040,1761,,,,,no_m0_reference
olmo,olmo/epoch-002,epoch-002,2,14,False,factual_cheap_top1_count,factual_cheap,85,count,higher,1500,completed,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-002/factual_cheap/raw/summary.json,d39038adab557c1b10397e17d8ae526e0e5d57fcc2f55c843bf575019cea7313,321,,,,,no_m0_reference
olmo,olmo/epoch-002,epoch-002,2,14,False,turkish_bpb,turkish_cross_domain,1.772692917135121,bits/byte,lower,9653767,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-002/turkish_perplexity/raw/trwiki_cross_domain/summary.json,768bea9148975665a32c5ecf7fb832cfe561b90a8f7b98c4c933751fb9348396,936,1.6476820673132215,9653767,0.12501084982189936,7.587073519938663,direct_same_metric_and_denominator
olmo,olmo/epoch-002,epoch-002,2,14,False,turkish_ppl,turkish_cross_domain,28.41796150537939,PPL,lower,9653767,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-002/turkish_perplexity/raw/trwiki_cross_domain/summary.json,768bea9148975665a32c5ecf7fb832cfe561b90a8f7b98c4c933751fb9348396,936,22.443216640433842,9653767,5.974744864945549,26.621606700446897,direct_same_metric_and_denominator
olmo,olmo/epoch-002,epoch-002,2,14,False,turkish_byte_ppl,turkish_cross_domain,3.4169115841423046,PPL,lower,9653767,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-002/turkish_perplexity/raw/trwiki_cross_domain/summary.json,768bea9148975665a32c5ecf7fb832cfe561b90a8f7b98c4c933751fb9348396,936,3.1332981738003447,9653767,0.28361341034195986,9.051593388508191,direct_same_metric_and_denominator
olmo,olmo/epoch-002,epoch-002,2,14,False,generation_top1_accuracy,generation,1.0,fraction,higher,30,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-002/generation_integrity/raw/20260823T121750Z_m1_olmo_epoch-002_generation/summary_metrics.json,cc4716de07c06ae06a849fa7789d39f4e301f4da1aa770c453f1897324b6eb3e,1084,1.0,30,0.0,0.0,direct_same_metric_and_denominator
olmo,olmo/epoch-002,epoch-002,2,14,False,generation_empty_or_near_empty,generation,0,count,lower,30,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-002/generation_integrity/raw/20260823T121750Z_m1_olmo_epoch-002_generation/summary_metrics.json,cc4716de07c06ae06a849fa7789d39f4e301f4da1aa770c453f1897324b6eb3e,1084,1,30,-1,-100.0,direct_same_metric_and_denominator
olmo,olmo/epoch-002,epoch-002,2,14,False,generation_distinct_2,generation,0.5562437973092799,fraction,higher,30,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-002/generation_integrity/raw/20260823T121750Z_m1_olmo_epoch-002_generation/summary_metrics.json,cc4716de07c06ae06a849fa7789d39f4e301f4da1aa770c453f1897324b6eb3e,1084,0.5930820105820105,30,-0.036838213272730624,-6.211318606103075,direct_same_metric_and_denominator
olmo,olmo/epoch-002,epoch-002,2,14,False,generation_repeated_3gram,generation,0.5573200992555832,fraction,lower,30,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-002/generation_integrity/raw/20260823T121750Z_m1_olmo_epoch-002_generation/summary_metrics.json,cc4716de07c06ae06a849fa7789d39f4e301f4da1aa770c453f1897324b6eb3e,1084,0.49161841742486906,30,0.06570168183071418,13.364365430990988,direct_same_metric_and_denominator
olmo,olmo/epoch-002,epoch-002,2,14,False,generation_repeated_4gram,generation,0.48852887603128686,fraction,lower,30,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-002/generation_integrity/raw/20260823T121750Z_m1_olmo_epoch-002_generation/summary_metrics.json,cc4716de07c06ae06a849fa7789d39f4e301f4da1aa770c453f1897324b6eb3e,1084,,,,,no_m0_reference
olmo,olmo/epoch-002,epoch-002,2,14,False,generation_ppl,generation,20.057908821427915,PPL,lower,291485,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-002/generation_integrity/raw/20260823T121750Z_m1_olmo_epoch-002_generation/summary_metrics.json,cc4716de07c06ae06a849fa7789d39f4e301f4da1aa770c453f1897324b6eb3e,1084,16.80073153464442,291485,3.257177286783495,19.387115853062358,direct_same_metric_and_denominator
olmo,olmo/epoch-003,epoch-003,3,21,False,wikitext_bpb,wikitext,0.6777718871207843,bits/byte,lower,62,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-003/harness/raw/__vol__tmp2__yesildau__m1_matched_three_model_retry_v1__training__olmo__20260822T155242Z_m1_matched_epoch_dense_olmo_seed42_30cd6396__epoch_snapshots__epoch-003/results_2026-08-23T14-24-03.401950.json,7a0ede98c6bd2a5778820b55849bdfeae7effceb11753316fde820d4ba3020ed,12381,0.6597443057015225,62,0.01802758141926175,2.7325103473371515,direct_same_metric_and_denominator
olmo,olmo/epoch-003,epoch-003,3,21,False,wikitext_word_ppl,wikitext,12.332143789519888,PPL,lower,62,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-003/harness/raw/__vol__tmp2__yesildau__m1_matched_three_model_retry_v1__training__olmo__20260822T155242Z_m1_matched_epoch_dense_olmo_seed42_30cd6396__epoch_snapshots__epoch-003/results_2026-08-23T14-24-03.401950.json,7a0ede98c6bd2a5778820b55849bdfeae7effceb11753316fde820d4ba3020ed,12381,11.535032064152116,62,0.7971117253677722,6.9103555233711775,direct_same_metric_and_denominator
olmo,olmo/epoch-003,epoch-003,3,21,False,wikitext_byte_ppl,wikitext,1.5996673039940956,PPL,lower,62,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-003/harness/raw/__vol__tmp2__yesildau__m1_matched_three_model_retry_v1__training__olmo__20260822T155242Z_m1_matched_epoch_dense_olmo_seed42_30cd6396__epoch_snapshots__epoch-003/results_2026-08-23T14-24-03.401950.json,7a0ede98c6bd2a5778820b55849bdfeae7effceb11753316fde820d4ba3020ed,12381,1.5798026045225246,62,0.01986469947157099,1.2574165541127744,direct_same_metric_and_denominator
olmo,olmo/epoch-003,epoch-003,3,21,False,exact_prefix_top1_accuracy,exact_prefix,0.404,fraction,higher,500,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-003/exact_prefix/raw/20260823T125206Z_18794376/summary_metrics.json,d6b43a99643d285268932f33b229800ab9ab119f04ffae501751119097a85070,1758,0.022,500,0.382,1736.3636363636365,direct_same_metric_and_denominator
olmo,olmo/epoch-003,epoch-003,3,21,False,exact_prefix_top5_accuracy,exact_prefix,0.67,fraction,higher,500,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-003/exact_prefix/raw/20260823T125206Z_18794376/summary_metrics.json,d6b43a99643d285268932f33b229800ab9ab119f04ffae501751119097a85070,1758,,,,,no_m0_reference
olmo,olmo/epoch-003,epoch-003,3,21,False,exact_prefix_mrr,exact_prefix,0.5390985084324504,fraction,higher,500,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-003/exact_prefix/raw/20260823T125206Z_18794376/summary_metrics.json,d6b43a99643d285268932f33b229800ab9ab119f04ffae501751119097a85070,1758,,,,,no_m0_reference
olmo,olmo/epoch-003,epoch-003,3,21,False,exact_prefix_mean_rank,exact_prefix,6.922,rank,lower,500,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-003/exact_prefix/raw/20260823T125206Z_18794376/summary_metrics.json,d6b43a99643d285268932f33b229800ab9ab119f04ffae501751119097a85070,1758,,,,,no_m0_reference
olmo,olmo/epoch-003,epoch-003,3,21,False,exact_prefix_mean_score_margin,exact_prefix,-0.37665498977400563,logprob,higher,500,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-003/exact_prefix/raw/20260823T125206Z_18794376/summary_metrics.json,d6b43a99643d285268932f33b229800ab9ab119f04ffae501751119097a85070,1758,,,,,no_m0_reference
olmo,olmo/epoch-003,epoch-003,3,21,False,factual_cheap_top1_count,factual_cheap,293,count,higher,1500,completed,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-003/factual_cheap/raw/summary.json,2a25c1a818c9ad4b8398d82126c2c333465d0376f1d270b5c4ba1ca1584dc1bd,324,,,,,no_m0_reference
olmo,olmo/epoch-003,epoch-003,3,21,False,turkish_bpb,turkish_cross_domain,1.866489553896258,bits/byte,lower,9653767,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-003/turkish_perplexity/raw/trwiki_cross_domain/summary.json,e073a626377248e5df3bfeca3222cd470a4f9ec6e8bc298241d1ce5b8c5adcbb,934,1.6476820673132215,9653767,0.2188074865830365,13.279715238986187,direct_same_metric_and_denominator
olmo,olmo/epoch-003,epoch-003,3,21,False,turkish_ppl,turkish_cross_domain,33.92386730599814,PPL,lower,9653767,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-003/turkish_perplexity/raw/trwiki_cross_domain/summary.json,e073a626377248e5df3bfeca3222cd470a4f9ec6e8bc298241d1ce5b8c5adcbb,934,22.443216640433842,9653767,11.480650665564294,51.15421220361381,direct_same_metric_and_denominator
olmo,olmo/epoch-003,epoch-003,3,21,False,turkish_byte_ppl,turkish_cross_domain,3.6464422704751795,PPL,lower,9653767,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-003/turkish_perplexity/raw/trwiki_cross_domain/summary.json,e073a626377248e5df3bfeca3222cd470a4f9ec6e8bc298241d1ce5b8c5adcbb,934,3.1332981738003447,9653767,0.5131440966748348,16.3771230253662,direct_same_metric_and_denominator
olmo,olmo/epoch-003,epoch-003,3,21,False,generation_top1_accuracy,generation,1.0,fraction,higher,30,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-003/generation_integrity/raw/20260823T125420Z_m1_olmo_epoch-003_generation/summary_metrics.json,149dac4d23f90ff2eefab7c4ff2bd1a04dd0b492e8f78c2d1733647c5f1efab4,1083,1.0,30,0.0,0.0,direct_same_metric_and_denominator
olmo,olmo/epoch-003,epoch-003,3,21,False,generation_empty_or_near_empty,generation,0,count,lower,30,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-003/generation_integrity/raw/20260823T125420Z_m1_olmo_epoch-003_generation/summary_metrics.json,149dac4d23f90ff2eefab7c4ff2bd1a04dd0b492e8f78c2d1733647c5f1efab4,1083,1,30,-1,-100.0,direct_same_metric_and_denominator
olmo,olmo/epoch-003,epoch-003,3,21,False,generation_distinct_2,generation,0.5586403114705001,fraction,higher,30,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-003/generation_integrity/raw/20260823T125420Z_m1_olmo_epoch-003_generation/summary_metrics.json,149dac4d23f90ff2eefab7c4ff2bd1a04dd0b492e8f78c2d1733647c5f1efab4,1083,0.5930820105820105,30,-0.034441699111510404,-5.807240566563746,direct_same_metric_and_denominator
olmo,olmo/epoch-003,epoch-003,3,21,False,generation_repeated_3gram,generation,0.5653529898311682,fraction,lower,30,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-003/generation_integrity/raw/20260823T125420Z_m1_olmo_epoch-003_generation/summary_metrics.json,149dac4d23f90ff2eefab7c4ff2bd1a04dd0b492e8f78c2d1733647c5f1efab4,1083,0.49161841742486906,30,0.07373457240629916,14.998334031610513,direct_same_metric_and_denominator
olmo,olmo/epoch-003,epoch-003,3,21,False,generation_repeated_4gram,generation,0.5245911379951882,fraction,lower,30,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-003/generation_integrity/raw/20260823T125420Z_m1_olmo_epoch-003_generation/summary_metrics.json,149dac4d23f90ff2eefab7c4ff2bd1a04dd0b492e8f78c2d1733647c5f1efab4,1083,,,,,no_m0_reference
olmo,olmo/epoch-003,epoch-003,3,21,False,generation_ppl,generation,21.130939822968895,PPL,lower,291485,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-003/generation_integrity/raw/20260823T125420Z_m1_olmo_epoch-003_generation/summary_metrics.json,149dac4d23f90ff2eefab7c4ff2bd1a04dd0b492e8f78c2d1733647c5f1efab4,1083,16.80073153464442,291485,4.330208288324474,25.773927042374595,direct_same_metric_and_denominator
olmo,olmo/epoch-004,epoch-004,4,28,False,wikitext_bpb,wikitext,0.6814165582567296,bits/byte,lower,62,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-004/harness/raw/__vol__tmp2__yesildau__m1_matched_three_model_retry_v1__training__olmo__20260822T155242Z_m1_matched_epoch_dense_olmo_seed42_30cd6396__epoch_snapshots__epoch-004/results_2026-08-23T14-20-50.478981.json,4ce4dde12a075a362b7c831e3eee5679ddf51d12e19169b6f93cf45884a765b1,12379,0.6597443057015225,62,0.021672252555207105,3.2849472694065103,direct_same_metric_and_denominator
olmo,olmo/epoch-004,epoch-004,4,28,False,wikitext_word_ppl,wikitext,12.499871943487854,PPL,lower,62,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-004/harness/raw/__vol__tmp2__yesildau__m1_matched_three_model_retry_v1__training__olmo__20260822T155242Z_m1_matched_epoch_dense_olmo_seed42_30cd6396__epoch_snapshots__epoch-004/results_2026-08-23T14-20-50.478981.json,4ce4dde12a075a362b7c831e3eee5679ddf51d12e19169b6f93cf45884a765b1,12379,11.535032064152116,62,0.964839879335738,8.364431706559445,direct_same_metric_and_denominator
olmo,olmo/epoch-004,epoch-004,4,28,False,wikitext_byte_ppl,wikitext,1.603713642108301,PPL,lower,62,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-004/harness/raw/__vol__tmp2__yesildau__m1_matched_three_model_retry_v1__training__olmo__20260822T155242Z_m1_matched_epoch_dense_olmo_seed42_30cd6396__epoch_snapshots__epoch-004/results_2026-08-23T14-20-50.478981.json,4ce4dde12a075a362b7c831e3eee5679ddf51d12e19169b6f93cf45884a765b1,12379,1.5798026045225246,62,0.023911037585776285,1.5135459023377857,direct_same_metric_and_denominator
olmo,olmo/epoch-004,epoch-004,4,28,False,exact_prefix_top1_accuracy,exact_prefix,0.846,fraction,higher,500,measured,/vol/tmp2/yesildau/m1_eval_v2_matched_three_model_v3/results/olmo/epoch-004/exact_prefix/raw/20260823T124616Z_d8b1ea82/summary_metrics.json,b96e884a0ad559c9521f68ca9a07d8ea1655521d126585bbc79f31a3f861142f,1748,0.022,500,0.824,3745.4545454545455,direct_same_metric_and_denominator
